frame,scenario,is_burst_frame,particles_alive,resource_blobs_alive,linear_used_bytes,linear_peak_bytes,stack_used_bytes,stack_peak_bytes,pool_capacity,pool_free_slots,free_list_used_bytes,free_list_peak_bytes,free_list_total_free_bytes,free_list_largest_free_block,free_list_free_block_count,free_list_fragmentation_ratio,allocation_failures_this_frame,allocation_failures_total
35,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4241575,4244126,4147033,4040608,201,0.0256629,0,0
36,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4225111,4244126,4163497,4040608,209,0.0295158,0,0
37,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4216685,4244126,4171923,4040608,219,0.0314759,0,0
38,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4216673,4244126,4171935,4040608,226,0.0314787,0,0
39,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4225458,4244126,4163150,4037227,235,0.030247,0,0
40,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4219485,4244126,4169123,4033310,243,0.0325759,0,0
41,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4226480,4244126,4162128,4017808,251,0.0346746,0,0
42,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4233799,4244126,4154809,4006774,264,0.0356298,0,0
43,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4235587,4244126,4153021,4006774,263,0.0352146,0,0
44,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4234328,4244126,4154280,4002717,273,0.0364836,0,0
45,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4237989,4244126,4150619,3995509,280,0.0373703,0,0
46,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4236659,4244126,4151949,3992423,287,0.038422,0,0
47,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4240311,4244126,4148297,3985675,298,0.0392021,0,0
48,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4232336,4244126,4156272,3978114,306,0.0428649,0,0
49,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4231108,4244126,4157500,3974323,309,0.0440594,0,0
50,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4232733,4244126,4155875,3974323,321,0.0436856,0,0
51,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4236428,4244126,4152180,3966754,331,0.0446575,0,0
52,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4234900,4244126,4153708,3966754,339,0.0450089,0,0
53,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4235990,4244126,4152618,3958924,345,0.0466438,0,0
54,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4229743,4244126,4158865,3958924,354,0.0480759,0,0
55,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4228823,4244126,4159785,3958924,359,0.0482864,0,0
56,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4231011,4244126,4157597,3951065,364,0.0496758,0,0
57,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4230872,4244126,4157736,3947031,376,0.0506778,0,0
58,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4227210,4244126,4161398,3947031,379,0.0515132,0,0
59,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4231174,4244126,4157434,3947031,385,0.0506089,0,0
60,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4223492,4244126,4165116,3942988,394,0.0533306,0,0
61,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4221022,4244126,4167586,3942988,403,0.0538916,0,0
62,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4228365,4244126,4160243,3935639,410,0.0539882,0,0
63,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4230132,4244126,4158476,3935639,421,0.0535862,0,0
64,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4222289,4244126,4166319,3928588,435,0.0570602,0,0
65,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4227574,4244126,4161034,3916823,445,0.05869,0,0
66,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4233594,4244126,4155014,3906571,454,0.0597935,0,0
67,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4241817,4244126,4146791,3895382,459,0.0606274,0,0
68,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4241972,4244126,4146636,3895382,465,0.0605922,0,0
69,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4243037,4244126,4145571,3891827,471,0.0612085,0,0
70,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4238700,4244126,4149908,3883819,481,0.0641193,0,0
71,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4243305,4244126,4145303,3880205,487,0.0639514,0,0
72,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4246585,4246585,4142023,3873892,494,0.0647343,0,0
73,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4248532,4248532,4140076,3870283,504,0.0651662,0,0
74,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4251999,4251999,4136609,3866842,509,0.0652145,0,0
75,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4252048,4252048,4136560,3859476,517,0.0669842,0,0
76,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4247542,4252048,4141066,3859476,524,0.0679994,0,0
77,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4249863,4252048,4138745,3852383,526,0.0691905,0,0
78,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4253135,4253135,4135473,3844557,530,0.0703465,0,0
79,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4260690,4260690,4127918,3829410,536,0.0723144,0,0
80,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4257453,4260690,4131155,3825419,545,0.0740074,0,0
81,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4256525,4260690,4132083,3817258,552,0.0761904,0,0
82,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4264099,4264099,4124509,3813250,554,0.0754657,0,0
83,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4261267,4264099,4127341,3809876,558,0.0769176,0,0
84,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4264570,4264570,4124038,3802823,563,0.0778885,0,0
85,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4268474,4268474,4120134,3787285,567,0.080786,0,0
86,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4267133,4268474,4121475,3787285,570,0.081085,0,0
87,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4268125,4268474,4120483,3783523,581,0.0817768,0,0
88,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4257373,4268474,4131235,3783523,586,0.0841666,0,0
89,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4257822,4268474,4130786,3779623,597,0.0850112,0,0
90,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4248812,4268474,4139796,3779623,610,0.0870026,0,0
91,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4259758,4268474,4128850,3775731,611,0.0855248,0,0
92,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4251846,4268474,4136762,3775731,619,0.0872738,0,0
93,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4265125,4268474,4123483,3768700,629,0.0860396,0,0
94,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4260855,4268474,4127753,3768700,634,0.0869851,0,0
95,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4263013,4268474,4125595,3764742,635,0.0874669,0,0
96,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4266559,4268474,4122049,3764742,641,0.0866819,0,0
97,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4265286,4268474,4123322,3764742,641,0.0869639,0,0
98,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4258405,4268474,4130203,3764742,646,0.088485,0,0
99,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4254507,4268474,4134101,3764742,649,0.0893445,0,0
100,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4277906,4277906,4110702,3749942,655,0.0877612,0,0
101,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4262731,4277906,4125877,3749942,658,0.0911164,0,0
102,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4257655,4277906,4130953,3749942,660,0.0922332,0,0
103,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4255198,4277906,4133410,3749942,659,0.0927728,0,0
104,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4257318,4277906,4131290,3749942,667,0.0923072,0,0
105,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4252865,4277906,4135743,3749942,676,0.0932846,0,0
106,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4249504,4277906,4139104,3749942,678,0.0940208,0,0
107,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4256281,4277906,4132327,3749942,683,0.092535,0,0
108,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4261283,4277906,4127325,3745907,686,0.0924129,0,0
109,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4254535,4277906,4134073,3745907,692,0.0938943,0,0
110,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4268606,4277906,4120002,3738336,693,0.0926373,0,0
111,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4262844,4277906,4125764,3738336,692,0.0939045,0,0
112,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4264020,4277906,4124588,3734286,694,0.0946281,0,0
113,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4266886,4277906,4121722,3734286,704,0.0939986,0,0
114,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4258692,4277906,4129916,3730367,711,0.0967451,0,0
115,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4248768,4277906,4139840,3730367,720,0.0989103,0,0
116,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4251983,4277906,4136625,3726351,722,0.0991809,0,0
117,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4252437,4277906,4136171,3726351,724,0.099082,0,0
118,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4250942,4277906,4137666,3722352,727,0.100374,0,0
119,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4248016,4277906,4140592,3718326,728,0.101982,0,0
120,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4247191,4277906,4141417,3714336,736,0.103124,0,0
121,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4242025,4277906,4146583,3714336,737,0.104242,0,0
122,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4240964,4277906,4147644,3714336,743,0.104471,0,0
123,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4241693,4277906,4146915,3714336,758,0.104313,0,0
124,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4235273,4277906,4153335,3714336,760,0.105698,0,0
125,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4228536,4277906,4160072,3710702,768,0.10802,0,0
126,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4236424,4277906,4152184,3703307,775,0.108106,0,0
127,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4237493,4277906,4151115,3703307,777,0.107877,0,0
128,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4238455,4277906,4150153,3699703,779,0.108538,0,0
129,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4238521,4277906,4150087,3699703,784,0.108524,0,0
130,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4231384,4277906,4157224,3699703,789,0.110054,0,0
131,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4227053,4277906,4161555,3695640,794,0.111957,0,0
132,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4230272,4277906,4158336,3695640,795,0.11127,0,0
133,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4234387,4277906,4154221,3683827,798,0.113233,0,0
134,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4225086,4277906,4163522,3683827,799,0.115214,0,0
135,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4221654,4277906,4166954,3683827,800,0.115942,0,0
136,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4226780,4277906,4161828,3683827,802,0.114854,0,0
137,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4227286,4277906,4161322,3683827,804,0.114746,0,0
138,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4228511,4277906,4160097,3679738,804,0.115468,0,0
139,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4229288,4277906,4159320,3679738,810,0.115303,0,0
140,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4232663,4277906,4155945,3672300,811,0.116374,0,0
141,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4224451,4277906,4164157,3672300,819,0.118117,0,0
142,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4217238,4277906,4171370,3672300,823,0.119642,0,0
143,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4213242,4277906,4175366,3672300,825,0.120484,0,0
144,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4199220,4277906,4189388,3672300,824,0.123428,0,0
145,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4206904,4277906,4181704,3672300,834,0.121817,0,0
146,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4202221,4277906,4186387,3672300,839,0.1228,0,0
147,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4185191,4277906,4203417,3672300,838,0.126354,0,0
148,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4191897,4277906,4196711,3672300,838,0.124958,0,0
149,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4193982,4277906,4194626,3672300,838,0.124523,0,0
150,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4183649,4277906,4204959,3672300,836,0.126674,0,0
151,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4178158,4277906,4210450,3672300,836,0.127813,0,0
152,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4178545,4277906,4210063,3672300,837,0.127733,0,0
153,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4172720,4277906,4215888,3672300,845,0.128938,0,0
154,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4176207,4277906,4212401,3672300,849,0.128217,0,0
155,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4174452,4277906,4214156,3672300,848,0.12858,0,0
156,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4177556,4277906,4211052,3672300,848,0.127938,0,0
157,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4196185,4277906,4192423,3672300,849,0.124063,0,0
158,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4185052,4277906,4203556,3672300,846,0.126383,0,0
159,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4180896,4277906,4207712,3672300,847,0.127245,0,0
160,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4172945,4277906,4215663,3672300,845,0.128891,0,0
161,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4169274,4277906,4219334,3672300,845,0.129649,0,0
162,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4168548,4277906,4220060,3672300,846,0.129799,0,0
163,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4180053,4277906,4208555,3672300,847,0.12742,0,0
164,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4182092,4277906,4206516,3672300,846,0.126997,0,0
165,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4186400,4277906,4202208,3672300,850,0.126102,0,0
166,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4188451,4277906,4200157,3672300,855,0.125676,0,0
167,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4190333,4277906,4198275,3672300,855,0.125284,0,0
168,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4195783,4277906,4192825,3672300,857,0.124147,0,0
169,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4200929,4277906,4187679,3672300,859,0.12307,0,0
170,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4201341,4277906,4187267,3672300,860,0.122984,0,0
171,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4196884,4277906,4191724,3672300,862,0.123917,0,0
172,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4182508,4277906,4206100,3672300,870,0.126911,0,0
173,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4181837,4277906,4206771,3672300,867,0.12705,0,0
174,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4176770,4277906,4211838,3672300,871,0.1281,0,0
175,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4168911,4277906,4219697,3672300,865,0.129724,0,0
176,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4173586,4277906,4215022,3672300,867,0.128759,0,0
177,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4171164,4277906,4217444,3672300,871,0.129259,0,0
178,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4167281,4277906,4221327,3672300,870,0.13006,0,0
179,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4181951,4277906,4206657,3672300,874,0.127027,0,0
180,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4176956,4277906,4211652,3672300,869,0.128062,0,0
181,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4177702,4277906,4210906,3672300,869,0.127907,0,0
182,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4175416,4277906,4213192,3672300,870,0.128381,0,0
183,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4178759,4277906,4209849,3672300,870,0.127688,0,0
184,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4187987,4277906,4200621,3672300,873,0.125772,0,0
185,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4189770,4277906,4198838,3672300,873,0.125401,0,0
186,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4196859,4277906,4191749,3672300,875,0.123922,0,0
187,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4191352,4277906,4197256,3672300,874,0.125071,0,0
188,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4202939,4277906,4185669,3672300,874,0.122649,0,0
189,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4169052,4277906,4219556,3672300,872,0.129695,0,0
190,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4167665,4277906,4220943,3672300,873,0.129981,0,0
191,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4156186,4277906,4232422,3672300,872,0.132341,0,0
192,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4143904,4277906,4244704,3672300,879,0.134851,0,0
193,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4136879,4277906,4251729,3672300,880,0.136281,0,0
194,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4159093,4277906,4229515,3672300,879,0.131744,0,0
195,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4152554,4277906,4236054,3672300,871,0.133085,0,0
196,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4156600,4277906,4232008,3672300,870,0.132256,0,0
197,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4148122,4277906,4240486,3672300,873,0.133991,0,0
198,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4149303,4277906,4239305,3672300,873,0.13375,0,0
199,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140020,4277906,4248588,3672300,875,0.135642,0,0
200,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4133138,4277906,4255470,3672300,877,0.13704,0,0
201,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4147187,4277906,4241421,3672300,877,0.134182,0,0
202,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4150980,4277906,4237628,3672300,879,0.133407,0,0
203,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144745,4277906,4243863,3672300,878,0.13468,0,0
204,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144198,4277906,4244410,3672300,881,0.134791,0,0
205,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4147113,4277906,4241495,3672300,885,0.134197,0,0
206,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144906,4277906,4243702,3672300,880,0.134647,0,0
207,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140183,4277906,4248425,3672300,884,0.135609,0,0
208,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4148770,4277906,4239838,3672300,885,0.133858,0,0
209,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4143851,4277906,4244757,3672300,886,0.134862,0,0
210,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4134624,4277906,4253984,3672300,885,0.136739,0,0
211,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4131606,4277906,4257002,3672300,888,0.137351,0,0
212,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4137105,4277906,4251503,3672300,887,0.136235,0,0
213,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4128459,4277906,4260149,3672300,880,0.137988,0,0
214,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4124676,4277906,4263932,3672300,875,0.138753,0,0
215,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4116150,4277906,4272458,3672300,877,0.140471,0,0
216,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4127377,4277906,4261231,3672300,874,0.138207,0,0
217,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4134013,4277906,4254595,3672300,880,0.136863,0,0
218,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140408,4277906,4248200,3672300,880,0.135563,0,0
219,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4138286,4277906,4250322,3672300,882,0.135995,0,0
220,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4142861,4277906,4245747,3672300,884,0.135064,0,0
221,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4141069,4277906,4247539,3672300,889,0.135429,0,0
222,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4151040,4277906,4237568,3672300,891,0.133394,0,0
223,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154500,4277906,4234108,3672300,893,0.132686,0,0
224,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4148144,4277906,4240464,3672300,890,0.133986,0,0
225,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4148429,4277906,4240179,3672300,890,0.133928,0,0
226,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154209,4277906,4234399,3672300,888,0.132746,0,0
227,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4146005,4277906,4242603,3672300,895,0.134423,0,0
228,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4136714,4277906,4251894,3672300,894,0.136314,0,0
229,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4138255,4277906,4250353,3672300,897,0.136001,0,0
230,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135274,4277906,4253334,3672300,895,0.136607,0,0
231,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4131932,4277906,4256676,3672300,897,0.137285,0,0
232,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4133222,4277906,4255386,3672300,895,0.137023,0,0
233,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4123359,4277906,4265249,3672300,895,0.139019,0,0
