frame,scenario,is_burst_frame,particles_alive,resource_blobs_alive,linear_used_bytes,linear_peak_bytes,stack_used_bytes,stack_peak_bytes,pool_capacity,pool_free_slots,free_list_used_bytes,free_list_peak_bytes,free_list_total_free_bytes,free_list_largest_free_block,free_list_free_block_count,free_list_fragmentation_ratio,allocation_failures_this_frame,allocation_failures_total
234,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4124723,4277906,4263885,3672300,900,0.138743,0,0
235,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4141730,4277906,4246878,3672300,899,0.135294,0,0
236,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4134923,4277906,4253685,3672300,897,0.136678,0,0
237,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4127927,4277906,4260681,3672300,899,0.138096,0,0
238,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4122179,4277906,4266429,3672300,899,0.139257,0,0
239,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4128084,4277906,4260524,3672300,901,0.138064,0,0
240,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4134804,4277906,4253804,3672300,901,0.136702,0,0
241,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4142604,4277906,4246004,3672300,903,0.135116,0,0
242,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4142105,4277906,4246503,3672300,910,0.135218,0,0
243,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4138535,4277906,4250073,3672300,908,0.135944,0,0
244,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135145,4277906,4253463,3672300,910,0.136633,0,0
245,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4130237,4277906,4258371,3679738,906,0.135881,0,0
246,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4129601,4277906,4259007,3679738,907,0.13601,0,0
247,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135544,4277906,4253064,3679738,907,0.134803,0,0
248,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4136403,4277906,4252205,3679738,911,0.134628,0,0
249,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4130766,4277906,4257842,3679738,915,0.135774,0,0
250,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4134188,4277906,4254420,3679738,916,0.135079,0,0
251,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4129549,4277906,4259059,3679738,917,0.136021,0,0
252,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4115199,4277906,4273409,3679738,918,0.138922,0,0
253,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4115203,4277906,4273405,3679738,912,0.138921,0,0
254,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4119214,4277906,4269394,3679738,911,0.138112,0,0
255,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4118510,4277906,4270098,3679738,907,0.138254,0,0
256,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4123267,4277906,4265341,3679738,909,0.137293,0,0
257,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4127681,4277906,4260927,3679738,913,0.1364,0,0
258,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135137,4277906,4253471,3679738,914,0.134886,0,0
259,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4130470,4277906,4258138,3679738,913,0.135834,0,0
260,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4133330,4277906,4255278,3679738,911,0.135253,0,0
261,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135130,4277906,4253478,3679738,910,0.134887,0,0
262,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4137892,4277906,4250716,3679738,912,0.134325,0,0
263,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135401,4277906,4253207,3679738,917,0.134832,0,0
264,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4143552,4277906,4245056,3679738,917,0.133171,0,0
265,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140743,4277906,4247865,3679738,920,0.133744,0,0
266,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4142534,4277906,4246074,3679738,922,0.133379,0,0
267,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4142210,4277906,4246398,3679738,916,0.133445,0,0
268,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4132394,4277906,4256214,3679738,919,0.135443,0,0
269,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144552,4277906,4244056,3679738,920,0.132967,0,0
270,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154932,4277906,4233676,3679738,919,0.130841,0,0
271,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4143315,4277906,4245293,3679738,916,0.133219,0,0
272,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4156060,4277906,4232548,3679738,914,0.130609,0,0
273,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4156254,4277906,4232354,3679738,918,0.130569,0,0
274,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4157050,4277906,4231558,3679738,918,0.130406,0,0
275,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4153397,4277906,4235211,3679738,916,0.131156,0,0
276,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4153086,4277906,4235522,3679738,918,0.13122,0,0
277,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4141179,4277906,4247429,3679738,920,0.133655,0,0
278,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144851,4277906,4243757,3679738,919,0.132906,0,0
279,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4153294,4277906,4235314,3679738,918,0.131177,0,0
280,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154238,4277906,4234370,3679738,917,0.130983,0,0
281,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4157979,4277906,4230629,3679738,919,0.130215,0,0
282,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154497,4277906,4234111,3679738,918,0.13093,0,0
283,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4162974,4277906,4225634,3679738,915,0.129187,0,0
284,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4154351,4277906,4234257,3679738,914,0.13096,0,0
285,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4145604,4277906,4243004,3679738,909,0.132752,0,0
286,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4143955,4277906,4244653,3679738,910,0.133089,0,0
287,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140366,4277906,4248242,3679738,905,0.133821,0,0
288,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4141775,4277906,4246833,3679738,905,0.133534,0,0
289,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4129619,4277906,4258989,3679738,902,0.136007,0,0
290,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4139498,4277906,4249110,3679738,898,0.133998,0,0
291,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4147801,4277906,4240807,3679738,895,0.132302,0,0
292,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4144009,4277906,4244599,3679738,898,0.133078,0,0
293,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4145003,4277906,4243605,3679738,895,0.132875,0,0
294,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140994,4277906,4247614,3679738,895,0.133693,0,0
295,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4137687,4277906,4250921,3679738,895,0.134367,0,0
296,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4138570,4277906,4250038,3679738,898,0.134187,0,0
297,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4140585,4277906,4248023,3679738,896,0.133776,0,0
298,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4137955,4277906,4250653,3679738,895,0.134312,0,0
299,recovery,0,12000,2000,555168,555168,0,25652,50000,38000,4135157,4277906,4253451,3679738,901,0.134882,0,0
300,recovery,0,12000,1979,555168,555168,0,25652,50000,38000,4095412,4277906,4293196,3679738,908,0.142891,0,0
301,recovery,0,12000,1955,555168,555168,0,25652,50000,38000,4044222,4277906,4344386,3679738,905,0.15299,0,0
302,recovery,0,12000,1930,555168,555168,0,25652,50000,38000,3995727,4277906,4392881,3679738,911,0.162341,0,0
303,recovery,0,12000,1908,555168,555168,0,25652,50000,38000,3954360,4277906,4434248,3679738,911,0.170155,0,0
304,recovery,0,12000,1897,555168,555168,0,25652,50000,38000,3930611,4277906,4457997,3679738,913,0.174576,0,0
305,recovery,0,12000,1878,555168,555168,0,25652,50000,38000,3890659,4277906,4497949,3679738,913,0.181908,0,0
306,recovery,0,12000,1858,555168,555168,0,25652,50000,38000,3851452,4277906,4537156,3679738,915,0.188977,0,0
307,recovery,0,12000,1843,555168,555168,0,25652,50000,38000,3826183,4277906,4562425,3679738,915,0.193469,0,0
308,recovery,0,12000,1823,555168,555168,0,25652,50000,38000,3785449,4277906,4603159,3679738,911,0.200606,0,0
309,recovery,0,12000,1803,555168,555168,0,25652,50000,38000,3731528,4277906,4657080,3679738,910,0.209862,0,0
310,recovery,0,12000,1786,555168,555168,0,25652,50000,38000,3702899,4277906,4685709,3679738,909,0.214689,0,0
311,recovery,0,12000,1769,555168,555168,0,25652,50000,38000,3656755,4277906,4731853,3679738,911,0.222347,0,0
312,recovery,0,12000,1747,555168,555168,0,25652,50000,38000,3611089,4277906,4777519,3679738,907,0.229781,0,0
313,recovery,0,12000,1731,555168,555168,0,25652,50000,38000,3571966,4277906,4816642,3679738,903,0.236037,0,0
314,recovery,0,12000,1709,555168,555168,0,25652,50000,38000,3533536,4277906,4855072,3679738,904,0.242084,0,0
315,recovery,0,12000,1688,555168,555168,0,25652,50000,38000,3499229,4277906,4889379,3679738,901,0.247402,0,0
316,recovery,0,12000,1669,555168,555168,0,25652,50000,38000,3463802,4277906,4924806,3679738,896,0.252816,0,0
317,recovery,0,12000,1648,555168,555168,0,25652,50000,38000,3414316,4277906,4974292,3679738,892,0.260249,0,0
318,recovery,0,12000,1627,555168,555168,0,25652,50000,38000,3360375,4277906,5028233,3679738,886,0.268185,0,0
319,recovery,0,12000,1610,555168,555168,0,25652,50000,38000,3327128,4277906,5061480,3679738,884,0.272992,0,0
320,recovery,0,12000,1595,555168,555168,0,25652,50000,38000,3300676,4277906,5087932,3679738,880,0.276771,0,0
321,recovery,0,12000,1580,555168,555168,0,25652,50000,38000,3267244,4277906,5121364,3679738,883,0.281493,0,0
322,recovery,0,12000,1564,555168,555168,0,25652,50000,38000,3237699,4277906,5150909,3679738,876,0.285614,0,0
323,recovery,0,12000,1541,555168,555168,0,25652,50000,38000,3188111,4277906,5200497,3679738,869,0.292426,0,0
324,recovery,0,12000,1522,555168,555168,0,25652,50000,38000,3151720,4277906,5236888,3687763,869,0.29581,0,0
325,recovery,0,12000,1494,555168,555168,0,25652,50000,38000,3092112,4277906,5296496,3687763,865,0.303735,0,0
326,recovery,0,12000,1483,555168,555168,0,25652,50000,38000,3072341,4277906,5316267,3687763,862,0.306325,0,0
327,recovery,0,12000,1463,555168,555168,0,25652,50000,38000,3039694,4277906,5348914,3829178,855,0.28412,0,0
328,recovery,0,12000,1444,555168,555168,0,25652,50000,38000,3002636,4277906,5385972,3829178,851,0.289046,0,0
329,recovery,0,12000,1424,555168,555168,0,25652,50000,38000,2967637,4277906,5420971,3829178,845,0.293636,0,0
330,recovery,0,12000,1410,555168,555168,0,25652,50000,38000,2932820,4277906,5455788,3829178,842,0.298144,0,0
331,recovery,0,12000,1391,555168,555168,0,25652,50000,38000,2893642,4277906,5494966,3829178,833,0.303148,0,0
332,recovery,0,12000,1374,555168,555168,0,25652,50000,38000,2854639,4277906,5533969,3829178,833,0.308059,0,0
333,recovery,0,12000,1350,555168,555168,0,25652,50000,38000,2806902,4277906,5581706,3829178,824,0.313977,0,0
334,recovery,0,12000,1335,555168,555168,0,25652,50000,38000,2773332,4277906,5615276,3829178,817,0.318078,0,0
335,recovery,0,12000,1322,555168,555168,0,25652,50000,38000,2749842,4277906,5638766,3829178,814,0.320919,0,0
336,recovery,0,12000,1311,555168,555168,0,25652,50000,38000,2723388,4277906,5665220,3829178,807,0.32409,0,0
337,recovery,0,12000,1295,555168,555168,0,25652,50000,38000,2690665,4277906,5697943,3835785,801,0.326812,0,0
338,recovery,0,12000,1273,555168,555168,0,25652,50000,38000,2647310,4277906,5741298,3835785,794,0.331896,0,0
339,recovery,0,12000,1251,555168,555168,0,25652,50000,38000,2601135,4277906,5787473,3835785,785,0.337226,0,0
340,recovery,0,12000,1241,555168,555168,0,25652,50000,38000,2575023,4277906,5813585,3835785,780,0.340203,0,0
341,recovery,0,12000,1228,555168,555168,0,25652,50000,38000,2554395,4277906,5834213,3835785,775,0.342536,0,0
342,recovery,0,12000,1208,555168,555168,0,25652,50000,38000,2518786,4277906,5869822,3835785,773,0.346524,0,0
343,recovery,0,12000,1193,555168,555168,0,25652,50000,38000,2488638,4277906,5899970,3835785,773,0.349864,0,0
344,recovery,0,12000,1175,555168,555168,0,25652,50000,38000,2450679,4277906,5937929,3835785,770,0.35402,0,0
345,recovery,0,12000,1158,555168,555168,0,25652,50000,38000,2412018,4277906,5976590,3835785,765,0.358198,0,0
346,recovery,0,12000,1138,555168,555168,0,25652,50000,38000,2362839,4277906,6025769,3835785,757,0.363436,0,0
347,recovery,0,12000,1122,555168,555168,0,25652,50000,38000,2329737,4277906,6058871,3835785,750,0.366914,0,0
348,recovery,0,12000,1109,555168,555168,0,25652,50000,38000,2302522,4277906,6086086,3835785,750,0.369745,0,0
349,recovery,0,12000,1092,555168,555168,0,25652,50000,38000,2267590,4277906,6121018,3835785,740,0.373342,0,0
350,recovery,0,12000,1076,555168,555168,0,25652,50000,38000,2238832,4277906,6149776,3835785,740,0.376272,0,0
351,recovery,0,12000,1059,555168,555168,0,25652,50000,38000,2202172,4277906,6186436,3835785,736,0.379969,0,0
352,recovery,0,12000,1043,555168,555168,0,25652,50000,38000,2171259,4277906,6217349,3835785,728,0.383051,0,0
353,recovery,0,12000,1026,555168,555168,0,25652,50000,38000,2137740,4277906,6250868,3835785,720,0.38636,0,0
354,recovery,0,12000,1012,555168,555168,0,25652,50000,38000,2117326,4277906,6271282,3835785,715,0.388357,0,0
355,recovery,0,12000,999,555168,555168,0,25652,50000,38000,2084149,4277906,6304459,3835785,706,0.391576,0,0
356,recovery,0,12000,989,555168,555168,0,25652,50000,38000,2063830,4277906,6324778,3835785,703,0.39353,0,0
357,recovery,0,12000,972,555168,555168,0,25652,50000,38000,2025495,4277906,6363113,3835785,694,0.397184,0,0
358,recovery,0,12000,961,555168,555168,0,25652,50000,38000,1996770,4277906,6391838,3835785,690,0.399893,0,0
359,recovery,0,12000,943,555168,555168,0,25652,50000,38000,1959656,4277906,6428952,3835785,683,0.403358,0,0
360,recovery,0,12000,928,555168,555168,0,25652,50000,38000,1928884,4277906,6459724,3835785,675,0.4062,0,0
361,recovery,0,12000,920,555168,555168,0,25652,50000,38000,1911219,4277906,6477389,3835785,670,0.407819,0,0
362,recovery,0,12000,897,555168,555168,0,25652,50000,38000,1855982,4277906,6532626,3835785,665,0.412826,0,0
363,recovery,0,12000,881,555168,555168,0,25652,50000,38000,1829696,4277906,6558912,3835785,656,0.41518,0,0
364,recovery,0,12000,873,555168,555168,0,25652,50000,38000,1809978,4277906,6578630,3835785,653,0.416933,0,0
365,recovery,0,12000,863,555168,555168,0,25652,50000,38000,1793157,4277906,6595451,3835785,649,0.41842,0,0
366,recovery,0,12000,848,555168,555168,0,25652,50000,38000,1754221,4277906,6634387,3835785,641,0.421833,0,0
367,recovery,0,12000,829,555168,555168,0,25652,50000,38000,1720759,4277906,6667849,3835785,632,0.424734,0,0
368,recovery,0,12000,816,555168,555168,0,25652,50000,38000,1693423,4277906,6695185,3835785,627,0.427083,0,0
369,recovery,0,12000,807,555168,555168,0,25652,50000,38000,1672869,4277906,6715739,3835785,623,0.428836,0,0
370,recovery,0,12000,795,555168,555168,0,25652,50000,38000,1647523,4277906,6741085,3835785,616,0.430984,0,0
371,recovery,0,12000,778,555168,555168,0,25652,50000,38000,1618101,4277906,6770507,3835785,607,0.433457,0,0
372,recovery,0,12000,765,555168,555168,0,25652,50000,38000,1583790,4277906,6804818,3835785,600,0.436313,0,0
373,recovery,0,12000,754,555168,555168,0,25652,50000,38000,1562426,4277906,6826182,3835785,594,0.438078,0,0
374,recovery,0,12000,745,555168,555168,0,25652,50000,38000,1548838,4277906,6839770,3835785,590,0.439194,0,0
375,recovery,0,12000,729,555168,555168,0,25652,50000,38000,1518510,4277906,6870098,3835785,578,0.44167,0,0
376,recovery,0,12000,712,555168,555168,0,25652,50000,38000,1476196,4277906,6912412,3835785,565,0.445087,0,0
377,recovery,0,12000,702,555168,555168,0,25652,50000,38000,1453697,4277906,6934911,3835785,559,0.446888,0,0
378,recovery,0,12000,687,555168,555168,0,25652,50000,38000,1424521,4277906,6964087,3835785,548,0.449205,0,0
379,recovery,0,12000,675,555168,555168,0,25652,50000,38000,1404310,4277906,6984298,3835785,538,0.450799,0,0
380,recovery,0,12000,668,555168,555168,0,25652,50000,38000,1385089,4277906,7003519,3835785,534,0.452306,0,0
381,recovery,0,12000,656,555168,555168,0,25652,50000,38000,1365365,4277906,7023243,3835785,528,0.453844,0,0
382,recovery,0,12000,649,555168,555168,0,25652,50000,38000,1350649,4277906,7037959,3851735,522,0.45272,0,0
383,recovery,0,12000,641,555168,555168,0,25652,50000,38000,1337998,4277906,7050610,3851735,518,0.453702,0,0
384,recovery,0,12000,631,555168,555168,0,25652,50000,38000,1317486,4277906,7071122,3851735,512,0.455287,0,0
385,recovery,0,12000,616,555168,555168,0,25652,50000,38000,1286443,4277906,7102165,3851735,499,0.457667,0,0
386,recovery,0,12000,608,555168,555168,0,25652,50000,38000,1272731,4277906,7115877,3851735,493,0.458713,0,0
387,recovery,0,12000,595,555168,555168,0,25652,50000,38000,1251272,4277906,7137336,3851735,484,0.46034,0,0
388,recovery,0,12000,582,555168,555168,0,25652,50000,38000,1222203,4277906,7166405,3851735,473,0.462529,0,0
389,recovery,0,12000,572,555168,555168,0,25652,50000,38000,1202241,4277906,7186367,3851735,467,0.464022,0,0
390,recovery,0,12000,566,555168,555168,0,25652,50000,38000,1193741,4277906,7194867,3851735,465,0.464655,0,0
391,recovery,0,12000,553,555168,555168,0,25652,50000,38000,1161963,4277906,7226645,3851735,455,0.467009,0,0
392,recovery,0,12000,536,555168,555168,0,25652,50000,38000,1118913,4277906,7269695,3851735,445,0.470166,0,0
393,recovery,0,12000,524,555168,555168,0,25652,50000,38000,1096759,4277906,7291849,3851735,436,0.471775,0,0
394,recovery,0,12000,515,555168,555168,0,25652,50000,38000,1071565,4277906,7317043,3851735,429,0.473594,0,0
395,recovery,0,12000,508,555168,555168,0,25652,50000,38000,1055778,4277906,7332830,3851735,424,0.474727,0,0
396,recovery,0,12000,498,555168,555168,0,25652,50000,38000,1038914,4277906,7349694,3851735,418,0.475933,0,0
397,recovery,0,12000,487,555168,555168,0,25652,50000,38000,1013383,4277906,7375225,3851735,409,0.477747,0,0
398,recovery,0,12000,479,555168,555168,0,25652,50000,38000,998346,4277906,7390262,3851735,404,0.478809,0,0
399,recovery,0,12000,468,555168,555168,0,25652,50000,38000,970954,4277906,7417654,3851735,397,0.480734,0,0
400,recovery,0,12000,455,555168,555168,0,25652,50000,38000,935469,4277906,7453139,3851735,386,0.483206,0,0
401,recovery,0,12000,448,555168,555168,0,25652,50000,38000,919177,4277906,7469431,3851735,380,0.484334,0,0
402,recovery,0,12000,438,555168,555168,0,25652,50000,38000,902546,4277906,7486062,3851735,375,0.485479,0,0
403,recovery,0,12000,428,555168,555168,0,25652,50000,38000,882995,4277906,7505613,3851735,369,0.486819,0,0
404,recovery,0,12000,417,555168,555168,0,25652,50000,38000,857239,4277906,7531369,3851735,360,0.488574,0,0
405,recovery,0,12000,412,555168,555168,0,25652,50000,38000,846891,4277906,7541717,3851735,355,0.489276,0,0
406,recovery,0,12000,405,555168,555168,0,25652,50000,38000,830947,4277906,7557661,3851735,351,0.490354,0,0
407,recovery,0,12000,395,555168,555168,0,25652,50000,38000,814545,4277906,7574063,3851735,342,0.491457,0,0
408,recovery,0,12000,383,555168,555168,0,25652,50000,38000,783561,4277906,7605047,3851735,332,0.493529,0,0
409,recovery,0,12000,369,555168,555168,0,25652,50000,38000,756529,4277906,7632079,3851735,326,0.495323,0,0
410,recovery,0,12000,362,555168,555168,0,25652,50000,38000,746110,4277906,7642498,3851735,323,0.496011,0,0
411,recovery,0,12000,355,555168,555168,0,25652,50000,38000,735371,4277906,7653237,3851735,316,0.496718,0,0
412,recovery,0,12000,352,555168,555168,0,25652,50000,38000,729658,4277906,7658950,3851735,315,0.497094,0,0
413,recovery,0,12000,343,555168,555168,0,25652,50000,38000,710225,4277906,7678383,3851735,311,0.498366,0,0
414,recovery,0,12000,337,555168,555168,0,25652,50000,38000,700845,4277906,7687763,3851735,306,0.498978,0,0
415,recovery,0,12000,330,555168,555168,0,25652,50000,38000,683946,4277906,7704662,3851735,300,0.500077,0,0
416,recovery,0,12000,319,555168,555168,0,25652,50000,38000,651580,4277906,7737028,3851735,291,0.502169,0,0
417,recovery,0,12000,312,555168,555168,0,25652,50000,38000,633317,4277906,7755291,3851735,286,0.503341,0,0
418,recovery,0,12000,305,555168,555168,0,25652,50000,38000,622178,4277906,7766430,3851735,280,0.504053,0,0
419,recovery,0,12000,297,555168,555168,0,25652,50000,38000,609250,4277906,7779358,3851735,272,0.504878,0,0
420,recovery,0,12000,287,555168,555168,0,25652,50000,38000,581588,4277906,7807020,3851735,263,0.506632,0,0
421,recovery,0,12000,280,555168,555168,0,25652,50000,38000,565958,4277906,7822650,3851735,257,0.507618,0,0
422,recovery,0,12000,269,555168,555168,0,25652,50000,38000,545541,4277906,7843067,3851735,246,0.508899,0,0
423,recovery,0,12000,260,555168,555168,0,25652,50000,38000,528886,4277906,7859722,3851735,238,0.50994,0,0
424,recovery,0,12000,251,555168,555168,0,25652,50000,38000,509608,4277906,7879000,3851735,230,0.511139,0,0
425,recovery,0,12000,245,555168,555168,0,25652,50000,38000,490910,4277906,7897698,3851735,228,0.512296,0,0
426,recovery,0,12000,239,555168,555168,0,25652,50000,38000,477685,4277906,7910923,3851735,222,0.513112,0,0
427,recovery,0,12000,229,555168,555168,0,25652,50000,38000,458526,4277906,7930082,3851735,214,0.514288,0,0
428,recovery,0,12000,224,555168,555168,0,25652,50000,38000,452845,4277906,7935763,3851735,210,0.514636,0,0
429,recovery,0,12000,213,555168,555168,0,25652,50000,38000,431114,4277906,7957494,3851735,199,0.515961,0,0
430,recovery,0,12000,206,555168,555168,0,25652,50000,38000,418712,4277906,7969896,3851735,195,0.516715,0,0
431,recovery,0,12000,199,555168,555168,0,25652,50000,38000,405329,4277906,7983279,3851735,189,0.517525,0,0
432,recovery,0,12000,198,555168,555168,0,25652,50000,38000,404070,4277906,7984538,3851735,188,0.517601,0,0
433,recovery,0,12000,193,555168,555168,0,25652,50000,38000,394289,4277906,7994319,3851735,183,0.518191,0,0
434,recovery,0,12000,183,555168,555168,0,25652,50000,38000,368249,4277906,8020359,3851735,174,0.519755,0,0
435,recovery,0,12000,181,555168,555168,0,25652,50000,38000,365417,4277906,8023191,3851735,172,0.519925,0,0
436,recovery,0,12000,176,555168,555168,0,25652,50000,38000,354008,4277906,8034600,3851735,168,0.520607,0,0
437,recovery,0,12000,171,555168,555168,0,25652,50000,38000,345941,4277906,8042667,3851735,164,0.521087,0,0
438,recovery,0,12000,166,555168,555168,0,25652,50000,38000,333534,4277906,8055074,3851735,159,0.521825,0,0
439,recovery,0,12000,163,555168,555168,0,25652,50000,38000,325656,4277906,8062952,3851735,157,0.522292,0,0
440,recovery,0,12000,155,555168,555168,0,25652,50000,38000,305900,4277906,8082708,3851735,150,0.52346,0,0
441,recovery,0,12000,151,555168,555168,0,25652,50000,38000,295258,4277906,8093350,3891581,146,0.519163,0,0
442,recovery,0,12000,147,555168,555168,0,25652,50000,38000,286215,4277906,8102393,3891581,142,0.5197,0,0
443,recovery,0,12000,141,555168,555168,0,25652,50000,38000,278884,4277906,8109724,3891581,136,0.520134,0,0
444,recovery,0,12000,139,555168,555168,0,25652,50000,38000,275153,4277906,8113455,3891581,134,0.520355,0,0
445,recovery,0,12000,138,555168,555168,0,25652,50000,38000,274568,4277906,8114040,3891581,133,0.520389,0,0
446,recovery,0,12000,132,555168,555168,0,25652,50000,38000,263312,4277906,8125296,3891581,127,0.521054,0,0
447,recovery,0,12000,131,555168,555168,0,25652,50000,38000,262629,4277906,8125979,3891581,126,0.521094,0,0
448,recovery,0,12000,121,555168,555168,0,25652,50000,38000,237520,4277906,8151088,3891581,116,0.522569,0,0
449,recovery,0,12000,115,555168,555168,0,25652,50000,38000,221196,4277906,8167412,3939417,110,0.517666,0,0
450,recovery,0,12000,112,555168,555168,0,25652,50000,38000,212362,4277906,8176246,3939417,107,0.518188,0,0
451,recovery,0,12000,106,555168,555168,0,25652,50000,38000,201150,4277906,8187458,3939417,101,0.518847,0,0
452,recovery,0,12000,101,555168,555168,0,25652,50000,38000,192442,4277906,8196166,3939417,98,0.519359,0,0
453,recovery,0,12000,99,555168,555168,0,25652,50000,38000,188661,4277906,8199947,3939417,96,0.51958,0,0
454,recovery,0,12000,94,555168,555168,0,25652,50000,38000,180159,4277906,8208449,3939417,91,0.520078,0,0
455,recovery,0,12000,87,555168,555168,0,25652,50000,38000,162856,4277906,8225752,3939417,86,0.521087,0,0
456,recovery,0,12000,86,555168,555168,0,25652,50000,38000,162071,4277906,8226537,3939417,85,0.521133,0,0
457,recovery,0,12000,82,555168,555168,0,25652,50000,38000,151179,4277906,8237429,3939417,81,0.521766,0,0
458,recovery,0,12000,78,555168,555168,0,25652,50000,38000,142001,4277906,8246607,3939417,78,0.522298,0,0
459,recovery,0,12000,76,555168,555168,0,25652,50000,38000,138456,4277906,8250152,3939417,76,0.522504,0,0
460,recovery,0,12000,73,555168,555168,0,25652,50000,38000,131837,4277906,8256771,3939417,73,0.522886,0,0
461,recovery,0,12000,71,555168,555168,0,25652,50000,38000,129763,4277906,8258845,3939417,71,0.523006,0,0
462,recovery,0,12000,66,555168,555168,0,25652,50000,38000,118134,4277906,8270474,3939417,66,0.523677,0,0
463,recovery,0,12000,63,555168,555168,0,25652,50000,38000,112427,4277906,8276181,3939417,63,0.524005,0,0
464,recovery,0,12000,61,555168,555168,0,25652,50000,38000,107830,4277906,8280778,3939417,61,0.52427,0,0
465,recovery,0,12000,57,555168,555168,0,25652,50000,38000,99427,4277906,8289181,3939417,58,0.524752,0,0
466,recovery,0,12000,54,555168,555168,0,25652,50000,38000,94180,4277906,8294428,3939417,55,0.525053,0,0
467,recovery,0,12000,52,555168,555168,0,25652,50000,38000,88678,4277906,8299930,4018348,53,0.515858,0,0
468,recovery,0,12000,49,555168,555168,0,25652,50000,38000,83165,4277906,8305443,4018348,50,0.516179,0,0
469,recovery,0,12000,46,555168,555168,0,25652,50000,38000,78057,4277906,8310551,4018348,47,0.516476,0,0
470,recovery,0,12000,43,555168,555168,0,25652,50000,38000,71936,4277906,8316672,4018348,44,0.516832,0,0
471,recovery,0,12000,41,555168,555168,0,25652,50000,38000,68851,4277906,8319757,4018348,42,0.517011,0,0
472,recovery,0,12000,39,555168,555168,0,25652,50000,38000,64525,4277906,8324083,4089087,40,0.508764,0,0
473,recovery,0,12000,35,555168,555168,0,25652,50000,38000,60267,4277906,8328341,4089087,36,0.509015,0,0
474,recovery,0,12000,33,555168,555168,0,25652,50000,38000,58319,4277906,8330289,4089087,34,0.50913,0,0
